DateTime,Vol,BidAsk,open,high,low,close
2022-12-29 02:38:00,68,12,10809.5,10811.0,10807.5,10807.5
2022-12-29 02:40:00,54,19,10808.0,10809.5,10805.75,10808.0
2022-12-29 02:42:00,68,49,10807.5,10810.5,10807.5,10810.5
2022-12-29 02:44:00,104,-26,10810.5,10812.5,10808.5,10812.0
2022-12-29 02:46:00,209,71,10812.0,10816.0,10810.5,10813.5
2022-12-29 02:48:00,62,-8,10814.0,10814.75,10812.0,10813.75
2022-12-29 02:50:00,76,-27,10813.0,10813.0,10809.75,10810.0
2022-12-29 02:52:00,51,-6,10809.75,10812.75,10809.75,10811.75
2022-12-29 02:54:00,144,48,10812.5,10816.5,10812.0,10813.75
2022-12-29 02:56:00,105,-7,10814.25,10814.75,10812.0,10813.25
2022-12-29 02:58:00,174,66,10812.75,10818.5,10811.0,10814.75
2022-12-29 03:00:00,371,-25,10815.0,10818.25,10810.0,10811.0
2022-12-29 03:02:00,192,-5,10811.0,10814.25,10808.5,10813.25
2022-12-29 03:04:00,409,105,10813.75,10823.0,10810.5,10821.25
2022-12-29 03:06:00,195,17,10822.0,10823.0,10818.5,10822.5
2022-12-29 03:08:00,194,-25,10821.75,10823.25,10816.5,10817.0
2022-12-29 03:10:00,181,-35,10816.25,10819.25,10813.0,10816.0
2022-12-29 03:12:00,121,-5,10815.75,10819.5,10814.75,10818.25
2022-12-29 03:14:00,400,-152,10818.5,10818.5,10809.0,10812.25
2022-12-29 03:16:00,133,-19,10812.25,10813.75,10810.75,10811.0
2022-12-29 03:18:00,182,-30,10810.5,10811.5,10808.25,10811.0
2022-12-29 03:20:00,150,62,10811.0,10815.25,10810.5,10812.25
2022-12-29 03:22:00,168,-37,10812.0,10812.75,10808.75,10810.5
2022-12-29 03:24:00,177,-4,10811.0,10813.0,10808.5,10813.0
2022-12-29 03:26:00,308,48,10812.75,10819.75,10810.5,10819.25
2022-12-29 03:28:00,155,-13,10818.75,10821.25,10816.5,10819.25
2022-12-29 03:30:00,234,-82,10819.0,10820.0,10815.0,10815.5
2022-12-29 03:32:00,328,-114,10815.75,10815.75,10807.5,10813.0
2022-12-29 03:34:00,145,1,10812.75,10815.25,10811.5,10811.5
2022-12-29 03:36:00,121,23,10812.75,10816.0,10812.5,10812.75
2022-12-29 03:38:00,122,-21,10812.5,10816.25,10809.75,10814.75
2022-12-29 03:40:00,183,-4,10814.25,10818.25,10813.5,10814.25
2022-12-29 03:42:00,137,-29,10814.75,10816.0,10811.5,10815.0
2022-12-29 03:44:00,139,13,10815.75,10818.75,10814.5,10817.25
2022-12-29 03:46:00,110,-9,10816.5,10819.0,10815.25,10817.25
2022-12-29 03:48:00,108,-4,10817.75,10819.75,10815.75,10817.5
2022-12-29 03:50:00,340,14,10818.0,10824.5,10818.0,10822.25
2022-12-29 03:52:00,378,-24,10822.0,10825.25,10818.5,10822.5
2022-12-29 03:54:00,204,10,10822.75,10826.25,10822.5,10825.75
2022-12-29 03:56:00,247,-15,10825.75,10828.5,10821.5,10823.75
2022-12-29 03:58:00,259,7,10823.0,10829.25,10822.5,10822.5
2022-12-29 04:00:00,236,-23,10822.25,10826.5,10821.25,10826.5
2022-12-29 04:02:00,582,51,10825.75,10834.0,10825.75,10832.5
2022-12-29 04:04:00,502,11,10832.0,10837.0,10830.0,10833.0
2022-12-29 04:06:00,183,-20,10832.75,10836.25,10831.0,10834.5
2022-12-29 04:08:00,246,-5,10834.25,10836.5,10831.75,10834.0
2022-12-29 04:10:00,247,0,10833.25,10837.0,10833.0,10836.75
2022-12-29 04:12:00,187,-49,10837.0,10837.0,10833.0,10833.25
2022-12-29 04:14:00,410,95,10833.5,10841.5,10832.0,10837.5
2022-12-29 04:16:00,218,12,10837.25,10840.0,10835.5,10838.5
2022-12-29 04:18:00,299,-3,10838.75,10842.5,10836.75,10837.25
2022-12-29 04:20:00,287,-9,10837.25,10841.5,10837.0,10838.25
2022-12-29 04:22:00,248,40,10838.25,10844.0,10838.25,10842.5
2022-12-29 04:24:00,312,3,10842.5,10845.0,10841.0,10843.5
2022-12-29 04:26:00,269,-63,10844.0,10844.75,10837.0,10837.75
2022-12-29 04:28:00,211,-64,10837.0,10838.0,10834.5,10835.5
2022-12-29 04:30:00,198,-60,10835.25,10836.0,10831.25,10833.0
2022-12-29 04:32:00,134,-60,10832.5,10833.5,10830.75,10833.5
2022-12-29 04:34:00,244,17,10833.25,10838.5,10833.25,10837.75
2022-12-29 04:36:00,144,7,10836.5,10840.0,10835.75,10838.0
2022-12-29 04:38:00,244,14,10838.75,10839.5,10835.75,10837.25
2022-12-29 04:40:00,168,7,10837.25,10840.0,10835.25,10835.5
2022-12-29 04:42:00,71,32,10835.75,10839.0,10835.75,10837.5
2022-12-29 04:44:00,131,-47,10837.0,10839.25,10834.75,10838.75
2022-12-29 04:46:00,101,-5,10839.0,10839.75,10837.0,10837.75
2022-12-29 04:48:00,119,3,10837.75,10840.0,10837.5,10837.75
2022-12-29 04:50:00,108,-13,10838.0,10840.0,10837.0,10838.75
2022-12-29 04:52:00,261,101,10838.75,10843.0,10837.25,10840.75
2022-12-29 04:54:00,283,-4,10840.5,10846.5,10840.5,10841.75
2022-12-29 04:56:00,135,-41,10841.5,10842.0,10839.0,10839.75
2022-12-29 04:58:00,128,-57,10839.5,10841.75,10838.5,10838.75
2022-12-29 05:00:00,112,-13,10838.5,10841.5,10838.0,10838.5
2022-12-29 05:02:00,143,-31,10838.75,10839.25,10833.25,10833.75
2022-12-29 05:04:00,105,30,10833.5,10837.0,10833.5,10835.0
2022-12-29 05:06:00,85,-18,10834.75,10835.25,10833.5,10834.5
2022-12-29 05:08:00,101,22,10834.5,10837.75,10834.25,10837.25
2022-12-29 05:10:00,106,-24,10836.75,10837.0,10833.75,10834.75
2022-12-29 05:12:00,158,-10,10834.5,10836.0,10833.75,10834.5
2022-12-29 05:14:00,157,-1,10834.5,10837.75,10833.75,10835.0
2022-12-29 05:16:00,161,23,10835.25,10837.25,10834.75,10836.0
2022-12-29 05:18:00,198,-39,10836.25,10837.75,10832.25,10832.25
2022-12-29 05:20:00,209,-7,10832.5,10834.75,10831.5,10833.5
2022-12-29 05:22:00,270,5,10833.25,10839.0,10833.25,10838.0
2022-12-29 05:24:00,150,-22,10837.75,10838.5,10834.5,10836.75
2022-12-29 05:26:00,75,-5,10837.25,10838.0,10836.25,10837.75
2022-12-29 05:28:00,184,44,10838.0,10839.5,10836.0,10839.25
2022-12-29 05:30:00,343,-48,10839.25,10840.75,10832.5,10835.25
2022-12-29 05:32:00,141,20,10836.5,10841.75,10836.25,10841.0
2022-12-29 05:34:00,89,-5,10841.25,10842.25,10838.5,10841.0
2022-12-29 05:36:00,111,-17,10841.0,10842.25,10837.75,10838.5
2022-12-29 05:38:00,66,-37,10838.75,10839.75,10836.5,10838.25
2022-12-29 05:40:00,40,17,10838.25,10840.0,10837.25,10837.75
2022-12-29 05:42:00,188,-27,10838.25,10841.0,10836.5,10838.75
2022-12-29 05:44:00,222,-25,10839.5,10843.5,10837.0,10837.25
2022-12-29 05:46:00,98,2,10837.0,10842.0,10836.75,10840.5
2022-12-29 05:48:00,257,14,10841.25,10847.25,10841.25,10843.25
2022-12-29 05:50:00,101,-21,10842.5,10842.5,10839.5,10840.25
2022-12-29 05:52:00,157,37,10841.0,10842.5,10840.25,10842.5
2022-12-29 05:54:00,183,-33,10843.0,10843.5,10838.25,10839.5
2022-12-29 05:56:00,346,88,10839.5,10849.75,10839.0,10847.75
2022-12-29 05:58:00,183,32,10847.5,10848.25,10845.25,10848.0
2022-12-29 06:00:00,458,99,10848.0,10851.75,10847.0,10850.75
2022-12-29 06:02:00,241,38,10850.5,10853.0,10848.5,10849.5
2022-12-29 06:04:00,690,233,10849.25,10859.0,10849.25,10858.5
2022-12-29 06:06:00,222,-72,10858.5,10858.5,10855.0,10857.25
2022-12-29 06:08:00,489,70,10857.75,10863.5,10857.0,10858.75
2022-12-29 06:10:00,220,-41,10859.25,10863.0,10858.75,10860.5
2022-12-29 06:12:00,287,-81,10860.5,10860.5,10855.0,10855.5
2022-12-29 06:14:00,251,-95,10855.5,10857.75,10854.5,10855.5
2022-12-29 06:16:00,211,-55,10855.75,10856.0,10851.75,10853.0
2022-12-29 06:18:00,214,26,10852.75,10855.25,10851.5,10853.0
2022-12-29 06:20:00,275,-33,10852.75,10854.75,10850.25,10850.75
2022-12-29 06:22:00,140,-15,10850.75,10852.5,10850.25,10852.0
2022-12-29 06:24:00,127,-13,10852.0,10854.25,10849.75,10850.25
2022-12-29 06:26:00,97,-30,10850.75,10852.0,10849.25,10850.5
2022-12-29 06:28:00,106,-40,10850.75,10852.0,10849.25,10850.25
2022-12-29 06:30:00,112,0,10850.75,10851.5,10848.75,10850.5
2022-12-29 06:32:00,192,-69,10850.0,10851.5,10847.0,10849.25
2022-12-29 06:34:00,195,20,10849.5,10852.75,10848.75,10850.25
2022-12-29 06:36:00,246,-70,10850.25,10851.25,10845.5,10846.0
2022-12-29 06:38:00,156,16,10846.0,10849.25,10845.75,10846.75
2022-12-29 06:40:00,340,-119,10846.25,10846.5,10839.0,10841.0
2022-12-29 06:42:00,311,-58,10841.25,10842.0,10836.5,10837.75
2022-12-29 06:44:00,341,-50,10838.0,10840.25,10835.75,10837.0
2022-12-29 06:46:00,262,-7,10837.5,10838.75,10836.0,10837.0
2022-12-29 06:48:00,196,13,10836.75,10842.5,10836.5,10840.5
2022-12-29 06:50:00,381,137,10840.0,10845.5,10838.75,10843.75
2022-12-29 06:52:00,355,30,10843.75,10850.5,10843.5,10850.5
2022-12-29 06:54:00,221,-32,10849.75,10850.0,10846.25,10846.25
2022-12-29 06:56:00,122,4,10846.25,10849.25,10846.25,10848.25
2022-12-29 06:58:00,183,-57,10848.0,10848.75,10844.0,10845.5
2022-12-29 07:00:00,243,-29,10845.75,10846.0,10842.25,10843.5
2022-12-29 07:02:00,267,-19,10843.5,10843.75,10840.0,10843.25
2022-12-29 07:04:00,179,46,10843.25,10847.75,10842.5,10846.5
2022-12-29 07:06:00,320,58,10846.75,10851.75,10845.25,10851.75
2022-12-29 07:08:00,209,-30,10852.0,10852.75,10847.25,10847.75
2022-12-29 07:10:00,162,6,10847.25,10849.0,10847.0,10848.75
2022-12-29 07:12:00,120,-13,10848.75,10849.25,10845.5,10848.5
2022-12-29 07:14:00,185,-43,10848.5,10850.75,10844.25,10845.75
2022-12-29 07:16:00,310,-122,10845.75,10846.75,10837.25,10838.5
2022-12-29 07:18:00,215,-32,10838.75,10841.5,10836.75,10837.5
2022-12-29 07:20:00,311,-156,10838.0,10839.25,10832.0,10833.0
2022-12-29 07:22:00,168,43,10833.25,10836.0,10833.25,10835.5
2022-12-29 07:24:00,201,4,10835.25,10838.5,10834.75,10836.5
2022-12-29 07:26:00,198,10,10837.0,10841.0,10837.0,10838.0
2022-12-29 07:28:00,135,34,10837.25,10841.25,10836.5,10841.0
2022-12-29 07:30:00,201,-48,10840.25,10840.25,10834.5,10837.5
2022-12-29 07:32:00,156,-20,10837.5,10837.5,10833.75,10835.25
2022-12-29 07:34:00,89,-1,10835.75,10837.75,10835.0,10835.5
2022-12-29 07:36:00,76,-23,10836.0,10838.0,10835.0,10835.25
2022-12-29 07:38:00,170,-27,10835.0,10835.75,10830.75,10833.75
2022-12-29 07:40:00,155,30,10833.75,10837.0,10833.75,10835.25
2022-12-29 07:42:00,123,2,10834.75,10835.5,10832.25,10835.25
2022-12-29 07:44:00,241,56,10835.25,10841.25,10835.25,10841.25
2022-12-29 07:46:00,126,-16,10841.25,10841.25,10835.75,10835.75
2022-12-29 07:48:00,113,-15,10836.25,10837.5,10834.0,10837.0
2022-12-29 07:50:00,123,-17,10837.0,10837.5,10833.5,10837.25
2022-12-29 07:52:00,72,10,10836.75,10838.5,10835.5,10837.5
2022-12-29 07:54:00,117,16,10837.25,10840.0,10837.0,10837.5
2022-12-29 07:56:00,92,-4,10836.75,10838.75,10835.0,10837.75
2022-12-29 07:58:00,98,-30,10838.25,10840.25,10837.0,10839.25
2022-12-29 08:00:00,271,27,10838.25,10843.5,10838.25,10839.75
2022-12-29 08:02:00,201,-10,10840.5,10840.75,10837.25,10840.0
2022-12-29 08:04:00,309,83,10840.25,10845.75,10840.0,10844.5
2022-12-29 08:06:00,571,132,10844.25,10850.75,10843.5,10850.25
2022-12-29 08:08:00,724,5,10850.0,10858.0,10849.25,10856.75
2022-12-29 08:10:00,443,-17,10856.75,10856.75,10852.75,10855.0
2022-12-29 08:12:00,330,-75,10854.75,10858.5,10853.75,10857.25
2022-12-29 08:14:00,292,-64,10857.0,10857.25,10851.75,10854.25
2022-12-29 08:16:00,148,-16,10854.25,10855.0,10849.75,10851.0
2022-12-29 08:18:00,183,-7,10850.75,10853.75,10847.75,10853.25
2022-12-29 08:20:00,332,-20,10852.0,10853.0,10845.5,10851.0
2022-12-29 08:22:00,171,-16,10851.0,10853.0,10848.0,10851.0
2022-12-29 08:24:00,131,7,10850.5,10853.0,10849.75,10850.75
2022-12-29 08:26:00,306,-89,10850.25,10850.75,10845.0,10849.5
2022-12-29 08:28:00,302,-93,10849.0,10849.0,10843.0,10843.25
2022-12-29 08:30:00,797,-50,10843.75,10854.75,10843.0,10848.0
2022-12-29 08:32:00,1438,117,10848.0,10869.75,10847.75,10864.5
2022-12-29 08:34:00,1002,118,10865.0,10876.0,10862.0,10872.5
2022-12-29 08:36:00,1651,196,10872.75,10890.5,10871.25,10883.5
2022-12-29 08:38:00,934,96,10883.5,10893.75,10882.75,10892.25
2022-12-29 08:40:00,588,-50,10892.0,10893.5,10883.5,10887.5
2022-12-29 08:42:00,701,83,10887.75,10895.5,10887.25,10892.5
2022-12-29 08:44:00,1136,-1,10892.5,10901.0,10889.5,10895.75
2022-12-29 08:46:00,601,-26,10895.75,10895.75,10891.0,10894.25
2022-12-29 08:48:00,1064,-480,10894.0,10894.5,10884.0,10888.25
2022-12-29 08:50:00,470,2,10887.75,10891.5,10885.25,10887.0
2022-12-29 08:52:00,845,-119,10887.0,10887.25,10879.0,10879.5
2022-12-29 08:54:00,652,107,10880.0,10886.0,10879.75,10886.0
2022-12-29 08:56:00,814,55,10886.25,10897.5,10885.0,10895.0
2022-12-29 08:58:00,1200,152,10895.5,10904.25,10890.0,10890.25
2022-12-29 09:00:00,691,-99,10890.25,10891.25,10886.5,10888.25
2022-12-29 09:02:00,504,18,10888.0,10894.75,10887.5,10894.25
2022-12-29 09:04:00,522,-74,10894.0,10895.0,10885.75,10886.75
2022-12-29 09:06:00,705,-142,10886.75,10888.0,10881.0,10886.75
2022-12-29 09:08:00,403,-47,10886.75,10887.5,10882.75,10885.0
2022-12-29 09:10:00,454,106,10884.75,10893.0,10884.25,10891.5
2022-12-29 09:12:00,562,57,10891.5,10893.5,10888.5,10888.5
2022-12-29 09:14:00,557,-120,10889.0,10890.75,10881.0,10883.75
2022-12-29 09:16:00,447,171,10884.0,10888.25,10883.5,10887.75
2022-12-29 09:18:00,771,212,10888.0,10900.0,10887.25,10898.25
2022-12-29 09:20:00,764,124,10897.75,10901.75,10893.0,10899.25
2022-12-29 09:22:00,546,-26,10899.5,10899.75,10892.25,10898.5
2022-12-29 09:24:00,958,-215,10898.75,10900.0,10888.5,10891.0
2022-12-29 09:26:00,673,24,10890.25,10891.5,10886.25,10888.0
2022-12-29 09:28:00,1393,-35,10888.25,10891.25,10884.25,10885.5
2022-12-29 09:30:00,7621,192,10885.75,10892.0,10866.5,10877.75
2022-12-29 09:32:00,5626,119,10877.75,10882.75,10856.5,10881.0
2022-12-29 09:34:00,8501,316,10881.75,10913.75,10878.5,10906.0
2022-12-29 09:36:00,5168,535,10906.5,10927.5,10899.0,10921.0
2022-12-29 09:38:00,4195,-67,10921.0,10930.0,10915.5,10922.25
2022-12-29 09:40:00,5404,92,10922.5,10952.5,10922.25,10950.25
2022-12-29 09:42:00,4587,32,10950.0,10968.25,10945.25,10966.0
2022-12-29 09:44:00,4646,-333,10966.5,10968.5,10947.75,10952.5
2022-12-29 09:46:00,3512,166,10953.0,10964.5,10947.5,10963.75
2022-12-29 09:48:00,3484,-124,10963.75,10967.5,10952.75,10962.5
2022-12-29 09:50:00,5439,37,10963.0,10976.75,10955.25,10960.75
2022-12-29 09:52:00,3442,-332,10960.75,10963.5,10942.0,10947.5
2022-12-29 09:54:00,3037,34,10947.25,10960.75,10947.25,10955.75
2022-12-29 09:56:00,2198,-71,10955.25,10963.5,10949.0,10963.5
2022-12-29 09:58:00,3506,-110,10963.25,10971.5,10956.25,10963.25
2022-12-29 10:00:00,4800,382,10963.75,10980.5,10958.5,10966.0
2022-12-29 10:02:00,3511,-409,10966.5,10966.5,10943.5,10952.25
2022-12-29 10:04:00,2350,51,10952.25,10959.0,10946.25,10958.75
2022-12-29 10:06:00,3444,193,10958.5,10976.25,10952.5,10974.5
2022-12-29 10:08:00,2751,-333,10975.0,10983.75,10970.5,10974.25
2022-12-29 10:10:00,2134,-88,10974.75,10983.75,10971.0,10982.75
2022-12-29 10:12:00,2177,-114,10982.5,10988.25,10975.0,10985.0
2022-12-29 10:14:00,4216,545,10985.0,11004.0,10985.0,11002.5
2022-12-29 10:16:00,2522,-423,11002.75,11003.25,10989.5,10993.25
2022-12-29 10:18:00,5194,619,10992.75,11012.25,10992.5,11011.75
2022-12-29 10:20:00,4338,-442,11011.75,11016.75,11000.5,11000.75
2022-12-29 10:22:00,3348,-235,11001.25,11008.25,10995.0,10998.25
2022-12-29 10:24:00,2188,21,10998.5,11004.75,10995.5,11003.25
2022-12-29 10:26:00,2553,-181,11003.25,11005.25,10993.25,11000.5
2022-12-29 10:28:00,1925,-289,11000.5,11003.75,10989.75,10993.0
2022-12-29 10:30:00,2598,132,10993.25,11007.5,10993.0,11004.25
2022-12-29 10:32:00,2295,-142,11004.0,11013.5,10997.5,11002.75
2022-12-29 10:34:00,3003,399,11003.0,11022.75,11002.0,11021.75
2022-12-29 10:36:00,2537,-371,11021.75,11022.25,11011.5,11017.25
2022-12-29 10:38:00,2091,141,11017.25,11027.5,11016.75,11023.25
2022-12-29 10:40:00,1773,27,11023.0,11025.0,11017.25,11021.5
2022-12-29 10:42:00,2636,58,11021.75,11032.5,11020.25,11026.5
2022-12-29 10:44:00,2078,-138,11026.25,11031.25,11018.75,11026.75
2022-12-29 10:46:00,1700,-26,11026.75,11030.0,11021.5,11023.0
2022-12-29 10:48:00,2669,-112,11023.0,11023.75,11013.0,11016.25
2022-12-29 10:50:00,2124,52,11016.5,11031.25,11016.5,11024.75
2022-12-29 10:52:00,1488,17,11024.5,11031.5,11021.5,11028.75
2022-12-29 10:54:00,1438,-12,11028.75,11029.0,11022.75,11026.0
2022-12-29 10:56:00,2283,380,11026.25,11037.0,11024.5,11036.25
2022-12-29 10:58:00,1796,-22,11036.75,11037.0,11028.5,11031.75
2022-12-29 11:00:00,2007,196,11032.0,11038.75,11031.25,11034.0
2022-12-29 11:02:00,2423,-161,11034.0,11034.25,11020.25,11027.75
2022-12-29 11:04:00,1747,-199,11028.0,11031.0,11023.5,11030.75
2022-12-29 11:06:00,1822,22,11030.5,11036.0,11024.5,11032.0
2022-12-29 11:08:00,3710,-277,11032.5,11033.25,11012.5,11017.0
2022-12-29 11:10:00,3255,-74,11017.25,11022.25,11007.25,11011.25
2022-12-29 11:12:00,2055,-19,11011.25,11016.0,11003.25,11007.0
2022-12-29 11:14:00,2170,-111,11007.0,11017.25,11007.0,11016.5
2022-12-29 11:16:00,2283,371,11016.75,11024.0,11015.25,11023.0
2022-12-29 11:18:00,1912,0,11023.0,11030.25,11020.25,11021.25
2022-12-29 11:20:00,1121,-89,11021.25,11027.25,11018.75,11021.25
2022-12-29 11:22:00,1471,-155,11021.25,11021.25,11010.75,11015.0
2022-12-29 11:24:00,1549,90,11014.25,11025.25,11011.0,11024.5
2022-12-29 11:26:00,1337,-41,11024.5,11028.75,11020.0,11022.0
2022-12-29 11:28:00,1003,-63,11022.25,11027.5,11020.75,11024.75
2022-12-29 11:30:00,1912,224,11024.75,11037.25,11024.75,11036.5
2022-12-29 11:32:00,2856,406,11036.75,11049.25,11036.25,11043.75
2022-12-29 11:34:00,1449,-10,11044.0,11048.75,11041.0,11041.75
2022-12-29 11:36:00,1657,-162,11042.0,11042.0,11033.75,11034.75
2022-12-29 11:38:00,1267,131,11035.0,11042.75,11034.5,11040.75
2022-12-29 11:40:00,1100,-91,11040.75,11045.25,11039.0,11043.25
2022-12-29 11:42:00,1402,-68,11043.25,11048.5,11037.75,11041.25
2022-12-29 11:44:00,1035,179,11041.25,11046.0,11039.5,11046.0
2022-12-29 11:46:00,2474,223,11046.0,11050.5,11043.5,11047.25
2022-12-29 11:48:00,2039,-122,11047.25,11053.5,11046.5,11049.75
2022-12-29 11:50:00,2448,214,11050.0,11062.5,11049.0,11059.5
2022-12-29 11:52:00,2580,112,11059.25,11067.0,11058.25,11065.5
2022-12-29 11:54:00,2958,-263,11065.75,11071.5,11059.75,11060.25
2022-12-29 11:56:00,2269,-81,11060.0,11064.75,11057.0,11059.75
2022-12-29 11:58:00,1682,42,11059.25,11065.5,11057.75,11058.75
2022-12-29 12:00:00,1499,-115,11058.75,11062.5,11056.75,11061.5
2022-12-29 12:02:00,1438,-156,11061.75,11064.5,11053.75,11054.0
2022-12-29 12:04:00,1893,-93,11054.25,11054.5,11045.0,11048.75
2022-12-29 12:06:00,1310,-24,11048.5,11050.5,11045.0,11048.25
2022-12-29 12:08:00,1252,53,11048.75,11053.5,11047.75,11052.5
2022-12-29 12:10:00,1270,54,11053.0,11057.5,11052.0,11055.25
2022-12-29 12:12:00,1008,-182,11055.25,11055.25,11045.75,11046.25
2022-12-29 12:14:00,2127,-254,11046.0,11047.0,11036.25,11041.0
2022-12-29 12:16:00,1685,269,11041.25,11051.75,11040.75,11050.25
